Version Number,File Name,LOC Touched,Number of Revisions,Number of Bug Fixed,LOC Added,Max LOC Added,Chg Set Size,Max Chg Set,Avg Chg Set,Avg LOC Added,Buggy
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,7,1,0,7,7,11,11,11,7,false
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,97,5,2,90,45,109,79,21.8,18,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,36,2,2,26,13,24,12,12,13,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,23,5,2,6,2,85,41,17,1.2,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,8,2,2,4,2,24,12,12,2,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,142,9,7,49,14,98,41,10.888889,5.4444447,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,26,2,2,24,12,24,12,12,12,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,81,3,0,74,63,17,11,5.6666665,24.666666,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,78,6,3,69,26,124,79,20.666666,11.5,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,312,8,5,115,50,130,41,16.25,14.375,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,22,2,2,22,11,36,18,18,11,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,18,3,2,9,5,52,18,17.333334,3,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,252,9,3,115,66,162,27,18,12.777778,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,21,3,2,14,12,66,30,22,4.6666665,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,400,15,7,233,103,212,27,14.133333,15.533334,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,4,2,2,2,1,36,18,18,1,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,4,2,2,2,1,36,18,18,1,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,8,2,2,2,1,36,18,18,1,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,250,8,4,89,46,152,41,19,11.125,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,650,10,4,115,30,210,35,21,11.5,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,244,7,4,33,25,157,41,22.428572,4.714286,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,387,10,4,43,29,224,41,22.4,4.3,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,10,2,2,2,1,36,18,18,1,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,9,3,2,4,2,77,41,25.666666,1.3333334,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,8,2,2,4,2,36,18,18,2,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,68,4,2,39,31,121,79,30.25,9.75,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,473,9,1,448,167,265,79,29.444445,49.77778,true
